CID,FSA,Comm_Name,PR,HR,health_region,HR_UID,HR_NAME,pop.2016,area.km2,pop.km2
492387930,M1N,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,22136,33.45045528267084,661.7548195664666
492387936,M2R,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,40792,24.94455822669293,1635.3065718497623
492387945,V9C,VICTORIA,59,5904,Island,593,Vancouver Island,22785,16.730209723666803,1361.9076136127571
492387946,L9H,DUNDAS,35,3537,Hamilton,3537,Hamilton Public Health Services,31125,11.284065673477832,2758.3143257626084
492387950,M4N,TORONTO,35,3595,Toronto,3595,Toronto Public Health,15330,12.62656041403759,1214.1073655305888
492387962,P6A,SAULT STE. MARIE,35,3526,Algoma,3526,Algoma Public Health Unit,34720,20774.987844495652,1.671240448364406
492387965,N0P,BLENHEIM,35,3540,Chatham-Kent,3540,Chatham-Kent Health Unit,52190,4.888034162178421,10677.093954012136
492387969,T8A,SHERWOOD PARK,48,4834,Edmonton,4834,Edmonton Zone,43987,18.355899982301793,2396.3412331953728
492387978,L5C,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,29687,29.065815814743935,1021.3716411476386
492387998,J9H,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais,31023,35.56988145025114,872.1704637500546
492388002,V8M,SAANICHTON,59,5904,Island,593,Vancouver Island,16168,3.2766709387108808,4934.27637453301
492388009,A1C,ST. JOHN'S,10,1011,Eastern,1011,Eastern Regional Health Authority,12712,89.83082617039425,141.5104429284379
492388010,G5L,RIMOUSKI,24,2401,Bas-Saint-Laurent,2401,Région du Bas-Saint-Laurent,29258,3.8645168538786736,7570.933471446714
492388012,A0N,LOURDES,10,1013,Western,1013,Western Regional Health Authority,13815,16.309063237186358,847.0750158415209
492388022,P4N,TIMMINS,35,3556,Porcupine,3556,Porcupine Health Unit,24575,78.32903533505853,313.7406185953718
492388024,E2J,SAINT JOHN,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area),15813,2.379741247965501,6644.840069700401
492388028,L1R,WHITBY,35,3530,Durham,3530,Durham Region Health Department,40287,25.642736416396982,1571.088176620608
492388070,M1K,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,48434,3.7200155512745114,13019.838044334538
492388077,R2W,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,28874,6.104671878458997,4729.820140192149
492388078,K1V,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,54835,12.209483588074729,4491.180941801547
492388084,N2E,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",39149,2864.934145193311,13.664886526513309
492388103,B4A,BEDFORD,12,1204,Zone 4 - Central,1204,Zone 4 - Central,17900,36.11650140082969,495.6183269620016
492388122,V8S,VICTORIA,59,5904,Island,593,Vancouver Island,17102,2656.106418155446,6.438748042285376
492388124,M2N,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,75897,6.087786381486448,12467.093167199522
492388128,L6S,BRAMPTON,35,3553,Peel,3553,Peel Public Health,53308,133.81904269265752,398.3588503351694
492388130,R2Y,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,19887,13.656123658803088,1456.2697656285743
492388134,T6L,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,51562,26.338689340123192,1957.652460764353
492388137,K0L,DOURO-DUMMER,35,3555,Peterborough,3555,Peterborough Public Health,71343,6.301129954002105,11322.254979789323
492388160,V6J,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,22188,100.43460454011527,220.91987220537857
492388176,L5M,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,104868,8.391811275783631,12496.467872510322
492388210,T2X,CALGARY,48,4832,Calgary,4832,Calgary Zone,43339,434.5480436439359,99.73350618858504
492388223,M5A,TORONTO,35,3595,Toronto,3595,Toronto Public Health,41078,15.858421950488228,2590.295562083675
492388232,L5C,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,29687,29.065815814743935,1021.3716411476386
492388234,L7L,BURLINGTON,35,3536,Halton,3536,Halton Region Health Department,46761,7.593572002747027,6157.971503145541
492388235,A1B,ST. JOHN'S,10,1011,Eastern,1011,Eastern Regional Health Authority,19867,163.09008914035186,121.81610853681539
492388236,S4X,REGINA,47,4705,Regina,475,Regina,27895,7.519824901558463,3709.5278633707067
492388247,M8W,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,20674,3.6503405918534835,5663.581104223112
492388258,H9J,KIRKLAND,24,2406,Montréal,2406,Région de Montréal,21728,2283.7658427044917,9.514110244450091
492388283,M2J,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,58293,262.7401625901952,221.8655854716874
492388299,V2N,PRINCE GEORGE,59,5905,Northern,594,Northern,32137,48317.3950388174,0.665122777711457
492388303,T7X,SPRUCE GROVE,48,4834,Edmonton,4834,Edmonton Zone,44071,10.732474958007558,4106.322183134319
492388311,V7R,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,14770,2203.3055128012297,6.703564219390427
492388347,N6C,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,30510,12929.549897132652,2.3597109135845566
492388358,N5R,ST THOMAS,35,3575,Southwestern,3575,Southwestern Public Health,27368,276.4980869370156,98.98079333270123
492388367,B3R,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central,8484,161.37114035558406,52.57445650632053
492388369,H3E,VERDUN,24,2406,Montréal,2406,Région de Montréal,20461,3.095282383173378,6610.382339017081
492388371,V7W,WEST VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,8611,1152.896536559606,7.469013677234516
492388380,K0A,CARP,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit",103474,2708.0607916581534,38.20962967993144
492388394,S4P,REGINA,47,4705,Regina,475,Regina,13423,1.6071029129107155,8352.296478443213
492388402,V2G,WILLIAMS LAKE,59,5901,Interior,592,Interior,17970,3.7301504467223943,4817.500059760288
492388403,V0E,ARMSTRONG,59,5901,Interior,592,Interior,65606,9923.416684791942,6.611230998749048
492388426,N0L,KOMOKA,35,3575,Southwestern,3575,Southwestern Public Health,46908,46.15089596692546,1016.4049693340108
492388433,B2W,DARTMOUTH,12,1204,Zone 4 - Central,1204,Zone 4 - Central,32537,47.6025934815673,683.51317901616
492388435,V0N,WHISTLER,59,5904,Island,593,Vancouver Island,79501,10.040074405217373,7918.367612762603
492388436,L5W,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,24871,2.9583717980298134,8406.989282605837
492388437,L4S,RICHMOND HILL,35,3570,York,3570,York Region Public Health,35803,22.504484085557703,1590.9273842441314
492388452,B3M,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central,32204,163.03204968611695,197.5317127031271
